Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
carballo,com.alonsoruibal.chess.search,SearchParameters,isPonder,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setPonder,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getWtime,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setWtime,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getBtime,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setBtime,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getWinc,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setWinc,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getBinc,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setBinc,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getMovesToGo,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setMovesToGo,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getDepth,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setDepth,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getNodes,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setNodes,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getMate,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setMate,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,getMoveTime,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setMoveTime,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,isInfinite,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,setInfinite,3,1,1
carballo,com.alonsoruibal.chess.search,SearchParameters,manageTime,3,1,0
carballo,com.alonsoruibal.chess.search,SearchParameters,calculateMoveTime,23,5,3
carballo,com.alonsoruibal.chess.search,SearchParameters,get,5,1,1
carballo,com.alonsoruibal.chess.search,SearchStats,print,28,7,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getDepth,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setDepth,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getSelDepth,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setSelDepth,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getTime,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setTime,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getNodes,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setNodes,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getPv,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setPv,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getMultiPv,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setMultiPv,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getScore,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setScore,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getCurrMove,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setCurrMove,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getCurrMoveNumber,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setCurrMoveNumber,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getHashFull,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setHashFull,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getNps,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setNps,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getTbHits,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setTbHits,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getCpuLoad,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setCpuLoad,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getString,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setString,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getRefutation,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setRefutation,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getCurrLine,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setCurrLine,3,1,1
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,setScore,5,1,3
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,isMate,3,1,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,getMateIn,9,2,0
carballo,com.alonsoruibal.chess.search,SearchStatusInfo,toString,46,11,0
carballo,com.alonsoruibal.chess.search,SearchEngineThreaded,SearchEngineThreaded,3,1,1
carballo,com.alonsoruibal.chess.search,SearchEngineThreaded,go,11,2,1
carballo,com.alonsoruibal.chess.search,SearchEngineThreaded,stop,8,2,0
carballo,com.alonsoruibal.chess.search,SearchEngineThreaded,sleep,7,1,1
carballo,com.alonsoruibal.chess.tt,TranspositionTable,TranspositionTable,10,1,1
carballo,com.alonsoruibal.chess.tt,TranspositionTable,clear,4,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,search,20,5,3
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getBestMove,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getNodeType,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getGeneration,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getDepthAnalyzed,4,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getScore,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getEval,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,newGeneration,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,isMyGeneration,3,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,set,38,8,8
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getGenerationDelta,4,1,0
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getHashFull,3,1,0
carballo,com.alonsoruibal.chess.util,StringUtils,padRight,3,1,2
carballo,com.alonsoruibal.chess.util,StringUtils,padLeft,3,1,2
carballo,org.vectomatic.svg.chess,ChessBoard,ChessBoard,23,3,1
carballo,org.vectomatic.svg.chess,ChessBoard,addPiece,18,2,2
carballo,org.vectomatic.svg.chess,ChessBoard,removePiece,6,2,1
carballo,org.vectomatic.svg.chess,ChessBoard,getPiece,13,4,1
carballo,org.vectomatic.svg.chess,ChessBoard,update,7,1,5
carballo,org.vectomatic.svg.chess,ChessBoard,updateSquare,27,7,3
carballo,org.vectomatic.svg.chess,ChessBoard,update,7,2,0
carballo,org.vectomatic.svg.chess,ChessBoard,onMouseDown,5,1,1
carballo,org.vectomatic.svg.chess,ChessBoard,onMouseDown_,15,2,1
carballo,org.vectomatic.svg.chess,ChessBoard,onMouseUp,14,3,1
carballo,org.vectomatic.svg.chess,ChessBoard,onMouseMove,12,2,1
carballo,org.vectomatic.svg.chess,ChessBoard,getLocalCoordinates,5,1,1
carballo,org.vectomatic.svg.chess,ChessBoard,getX,3,1,1
carballo,org.vectomatic.svg.chess,ChessBoard,getY,3,1,1
carballo,org.vectomatic.svg.chess,ChessBoard,getAlgebraic,12,2,1
carballo,org.vectomatic.svg.chess,ChessBoard,pieceOfMovingColor,4,1,1
carballo,org.vectomatic.svg.chess,ChessBoard,up,9,2,0
carballo,org.vectomatic.svg.chess,ChessBoard,down,9,2,0
carballo,org.vectomatic.svg.chess,ChessBoard,left,9,2,0
carballo,org.vectomatic.svg.chess,ChessBoard,right,9,2,0
carballo,org.vectomatic.svg.chess,ChessBoard,enter,20,4,0
carballo,org.vectomatic.svg.chess,ChessBoard,doMove,10,2,2
carballo,org.vectomatic.svg.chess,ChessBoard,setPossibleDestinySquares,9,3,1
carballo,org.vectomatic.svg.chess,ChessBoard,setMoveListener,3,1,1
carballo,org.vectomatic.svg.chess,ChessConstants,whitesVsBlacks,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,whitesVsComputer,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,blacksVsComputer,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,computerVsComputer,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,white,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,black,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,infoTab,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,settingsTab,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,aboutTab,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,actions,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,status,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mode,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,reflectionTime,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,player,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,history,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,fen,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,advanced,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,undo,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,redo,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,restart,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,setFen,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,thinking,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,userMove,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,whitesWin,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,blacksWin,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,draw,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,confirmRestart,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,confirmYes,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,confirmNo,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,waitMessage,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt1s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt3s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt5s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt7s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt10s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt15s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,mt30s,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,standard,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,chess960,0,1,0
carballo,org.vectomatic.svg.chess,ChessConstants,about,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,whiteSquare,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,blackSquare,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,blueSquare,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,greenSquare,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,yellowSquare,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,redSquare,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,text,0,1,0
carballo,org.vectomatic.svg.chess,ChessCss,categoryLabel,0,1,0
carballo,org.vectomatic.svg.chess,Main,getHeight,3,1,0
carballo,org.vectomatic.svg.chess,Main,onModuleLoad,48,1,0
carballo,org.vectomatic.svg.chess,Main,run,18,1,0
carballo,org.vectomatic.svg.chess,Main,updateUI,26,6,0
carballo,org.vectomatic.svg.chess,Main,getMode,3,1,0
carballo,org.vectomatic.svg.chess,Main,nextMove,40,10,0
carballo,org.vectomatic.svg.chess,Main,computerMove,9,1,0
carballo,org.vectomatic.svg.chess,Main,run,3,1,0
carballo,org.vectomatic.svg.chess,Main,bestMove,4,1,2
carballo,org.vectomatic.svg.chess,Main,info,3,1,1
carballo,org.vectomatic.svg.chess,Main,restart,12,2,0
carballo,org.vectomatic.svg.chess,Main,updateFen,7,1,1
carballo,org.vectomatic.svg.chess,Main,modeChange,4,1,1
carballo,org.vectomatic.svg.chess,Main,restart,3,1,1
carballo,org.vectomatic.svg.chess,Main,undo,3,1,1
carballo,org.vectomatic.svg.chess,Main,undo,14,4,0
carballo,org.vectomatic.svg.chess,Main,redo,3,1,1
carballo,org.vectomatic.svg.chess,Main,redo,12,4,0
carballo,org.vectomatic.svg.chess,Main,onKeyDown,38,12,1
carballo,org.vectomatic.svg.chess,Main,handleLeftKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleRightKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleUpKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleDownKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleEnterKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleModeKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleBlueKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleStopKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleBackwardKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleForwardKey,3,1,0
carballo,org.vectomatic.svg.chess,Main,handleEscapeKey,2,1,0
carballo,org.vectomatic.svg.chess,Main,updateListBoxSelection,7,2,1
carballo,org.vectomatic.svg.chess,Main,doMove,7,1,1
carballo,org.vectomatic.svg.chess,Main,log,0,1,1
carballo,org.vectomatic.svg.chess,MoveListener,doMove,0,1,1
carballo,org.vectomatic.svg.chess,Resources,getBoard,0,1,0
carballo,org.vectomatic.svg.chess,Resources,getCss,0,1,0
carballo,com.alonsoruibal.chess.uci,Uci,Uci,6,1,0
carballo,com.alonsoruibal.chess.uci,Uci,loop,195,50,0
carballo,com.alonsoruibal.chess.uci,Uci,bestMove,11,2,2
carballo,com.alonsoruibal.chess.uci,Uci,info,5,1,1
carballo,com.alonsoruibal.chess.uci,Uci,main,4,1,1
carballo,com.alonsoruibal.chess.uci,UciEngine,UciEngine,4,1,1
carballo,com.alonsoruibal.chess.uci,UciEngine,open,21,2,1
carballo,com.alonsoruibal.chess.uci,UciEngine,close,3,1,0
carballo,com.alonsoruibal.chess.uci,UciEngine,run,20,5,0
carballo,com.alonsoruibal.chess.uci,UciEngine,sendCommand,5,1,1
carballo,com.alonsoruibal.chess.uci,UciEngine,sendStop,3,1,0
carballo,com.alonsoruibal.chess.uci,UciEngine,sendUciNewGame,3,1,0
carballo,com.alonsoruibal.chess.uci,UciEngine,sendIsReady,4,1,0
carballo,com.alonsoruibal.chess.uci,UciEngine,goMovetime,6,1,2
carballo,com.alonsoruibal.chess.uci,UciEngine,goNodes,6,1,2
carballo,com.alonsoruibal.chess.uci,UciEngine,goDepth,6,1,3
carballo,com.alonsoruibal.chess.uci,UciEngine,go,6,1,3
carballo,com.alonsoruibal.chess.uci,UciEngine,waitUciOk,9,2,0
carballo,com.alonsoruibal.chess.uci,UciEngine,waitReadyOk,9,2,0
carballo,com.alonsoruibal.chess.uci,UciEngine,waitBestMove,10,2,0
carballo,(default package),EpdTest,processEpdFile,43,5,3
carballo,(default package),EpdTest,parseMoves,11,3,2
carballo,(default package),EpdTest,testPosition,41,7,5
carballo,(default package),EpdTest,epdTest,11,1,4
carballo,(default package),EpdTest,main,18,4,1
carballo,com.alonsoruibal.chess.epdtest,ArasanTest,testArasan,3,1,0
carballo,com.alonsoruibal.chess.epdtest,BS2830Test,testBS2830,6,1,0
carballo,com.alonsoruibal.chess.epdtest,BT2450Test,testBT2450,6,1,0
carballo,com.alonsoruibal.chess.epdtest,BT2630Test,testBT2630,6,1,0
carballo,com.alonsoruibal.chess.epdtest,ECMGCPTest,testECMGCP,3,1,0
carballo,com.alonsoruibal.chess.epdtest,EpdTest,getSolved,3,1,0
carballo,com.alonsoruibal.chess.epdtest,EpdTest,getLctPoints,3,1,0
carballo,com.alonsoruibal.chess.epdtest,EpdTest,processEpdFile,4,1,2
carballo,com.alonsoruibal.chess.epdtest,EpdTest,processEpdFile,77,13,3
carballo,com.alonsoruibal.chess.epdtest,EpdTest,parseMoves,11,3,1
carballo,com.alonsoruibal.chess.epdtest,EpdTest,testPosition,28,4,4
carballo,com.alonsoruibal.chess.epdtest,EpdTest,info,27,7,1
carballo,com.alonsoruibal.chess.epdtest,EpdTest,bestMove,2,1,2
carballo,com.alonsoruibal.chess.epdtest,LTCIITest,testLCTII,4,1,0
carballo,com.alonsoruibal.chess.epdtest,MyEpdTest,testMyEpd,5,1,0
carballo,com.alonsoruibal.chess.epdtest,SilentButDeadlyTest,testSilentButDeadly,3,1,0
carballo,com.alonsoruibal.chess.epdtest,WCSACTest,testWinningChessSacrificesAndCombinations,3,1,0
carballo,com.alonsoruibal.chess.epdtest,WinAtChessTest,testWinAtChess,4,1,0
carballo,com.alonsoruibal.chess.swing,ActionHandler,ActionHandler,20,1,17
carballo,com.alonsoruibal.chess.swing,ActionHandler,initializeActionMap,14,1,0
carballo,com.alonsoruibal.chess.swing,ActionHandler,actionPerformed,7,2,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleRestart,8,1,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleBack,8,1,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handlePgn,10,2,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleFen,7,1,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleGo,3,2,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleOpponent,3,2,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleTime,3,1,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleElo,6,1,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleFlip,5,1,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handlePieces,6,2,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,handleBoards,6,2,1
carballo,com.alonsoruibal.chess.swing,ActionHandler,checkUserToMove,2,1,0
carballo,com.alonsoruibal.chess.swing,ActionHandler,update,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,setAcceptInput,3,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,BoardJPanel,18,2,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mousePressed,14,3,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseDragged,5,3,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseReleased,18,5,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseClicked,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseMoved,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseEntered,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseExited,2,1,1
carballo,com.alonsoruibal.chess.swing,BoardJPanel,setFen,35,8,3
carballo,com.alonsoruibal.chess.swing,BoardJPanel,unhighlight,3,2,0
carballo,com.alonsoruibal.chess.swing,BoardJPanel,highlight,6,1,2
carballo,com.alonsoruibal.chess.swing,BoardJPanel,getLastFen,3,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,init,91,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,start,3,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,stop,5,1,0
carballo,com.alonsoruibal.chess.swing,ChessApp,destroy,8,2,0
carballo,com.alonsoruibal.chess.swing,ChessApp,userMove,14,3,2
carballo,com.alonsoruibal.chess.swing,ChessApp,checkUserToMove,20,8,0
carballo,com.alonsoruibal.chess.swing,ChessApp,bestMove,8,2,2
carballo,com.alonsoruibal.chess.swing,ChessApp,update,22,6,1
carballo,com.alonsoruibal.chess.swing,ChessApp,info,2,1,1
carballo,com.alonsoruibal.chess.swing,ChessApp,actionPerformed,3,1,1
carballo,com.alonsoruibal.chess.swing,ChessApp,main,16,1,1
carballo,com.alonsoruibal.chess.swing,ChessApp,windowClosing,3,1,1
carballo,com.alonsoruibal.chess.swing,ImageLoader,loadImages,5,1,1
carballo,com.alonsoruibal.chess.swing,PgnDialog,PgnDialog,15,1,1
carballo,com.alonsoruibal.chess.swing,PgnDialog,setText,3,1,1
carballo,com.alonsoruibal.chess.swing,PieceJLabel,getPiece,3,1,0
carballo,com.alonsoruibal.chess.swing,PieceJLabel,PieceJLabel,9,1,1
carballo,com.alonsoruibal.chess.swing,PieceJLabel,paint,5,1,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,SquareJPanel,17,2,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,paintComponent,7,2,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,drawSquare,4,1,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,drawHighlight,6,2,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,setHighlighted,4,1,1
carballo,com.alonsoruibal.chess.swing,SquareJPanel,getIndex,3,1,0
